dateP;dateQ;P_mm;Q_ls;year
2020-10-07 00:09:00;2020-10-07 00:09:00;0.0;;2020
2020-10-07 00:14:00;2020-10-07 00:14:00;0.0;64.4816335627012;2020
2020-10-07 00:19:00;2020-10-07 00:19:00;0.0;;2020
2020-10-07 00:24:00;2020-10-07 00:24:00;0.0;65.3695279240925;2020
2020-10-07 00:29:00;2020-10-07 00:29:00;0.0;64.04032377248;2020
2020-10-07 00:34:00;2020-10-07 00:34:00;0.0;63.1629776396531;2020
2020-10-07 00:39:00;2020-10-07 00:39:00;0.0;65.3695279240925;2020
2020-10-07 00:44:00;2020-10-07 00:44:00;0.0;64.04032377248;2020
2020-10-07 00:49:00;2020-10-07 00:49:00;0.0;;2020
2020-10-07 00:54:00;2020-10-07 00:54:00;0.0;63.1629776396531;2020
2020-10-07 00:59:00;2020-10-07 00:59:00;0.0;64.4816335627012;2020
2020-10-07 01:04:00;2020-10-07 01:04:00;0.0;62.7269407637142;2020
2020-10-07 01:09:00;2020-10-07 01:09:00;0.0;;2020
2020-10-07 01:14:00;2020-10-07 01:14:00;0.0;;2020
2020-10-07 01:19:00;2020-10-07 01:19:00;0.0;63.6007718870195;2020
2020-10-07 01:24:00;2020-10-07 01:24:00;0.0;;2020
2020-10-07 01:29:00;2020-10-07 01:29:00;0.0;;2020
2020-10-07 01:34:00;2020-10-07 01:34:00;0.0;62.2926609925359;2020
2020-10-07 01:39:00;2020-10-07 01:39:00;0.0;;2020
2020-10-07 01:44:00;2020-10-07 01:44:00;0.0;63.6007718870195;2020
2020-10-07 01:49:00;2020-10-07 01:49:00;0.0;61.8601380594517;2020
2020-10-07 01:54:00;2020-10-07 01:54:00;0.0;;2020
2020-10-07 01:59:00;2020-10-07 01:59:00;0.0;60.5731076220972;2020
2020-10-07 02:04:00;2020-10-07 02:04:00;0.0;60.1476093747227;2020
2020-10-07 02:09:00;2020-10-07 02:09:00;0.0;;2020
2020-10-07 02:14:00;2020-10-07 02:14:00;0.0;;2020
2020-10-07 02:19:00;2020-10-07 02:19:00;0.0;;2020
2020-10-07 02:24:00;2020-10-07 02:24:00;0.0;61.000361640899;2020
2020-10-07 02:29:00;2020-10-07 02:29:00;0.0;;2020
2020-10-07 02:34:00;2020-10-07 02:34:00;0.0;;2020
2020-10-07 02:39:00;2020-10-07 02:39:00;0.0;60.1476093747227;2020
2020-10-07 02:44:00;2020-10-07 02:44:00;0.0;62.2926609925359;2020
2020-10-07 02:49:00;2020-10-07 02:49:00;0.0;61.000361640899;2020
2020-10-07 02:54:00;2020-10-07 02:54:00;0.0;60.1476093747227;2020
2020-10-07 02:59:00;2020-10-07 02:59:00;0.0;;2020
2020-10-07 03:04:00;2020-10-07 03:04:00;0.0;61.8601380594517;2020
2020-10-07 03:09:00;2020-10-07 03:09:00;0.0;59.723866632109;2020
2020-10-07 03:14:00;2020-10-07 03:14:00;0.0;;2020
2020-10-07 03:19:00;2020-10-07 03:19:00;0.0;;2020
2020-10-07 03:24:00;2020-10-07 03:24:00;0.0;61.8601380594517;2020
2020-10-07 03:29:00;2020-10-07 03:29:00;0.0;58.4631687661659;2020
2020-10-07 03:34:00;2020-10-07 03:34:00;0.0;60.1476093747227;2020
2020-10-07 03:39:00;2020-10-07 03:39:00;0.0;59.3018791275894;2020
2020-10-07 03:44:00;2020-10-07 03:44:00;0.0;60.1476093747227;2020
2020-10-07 03:49:00;2020-10-07 03:49:00;0.0;;2020
2020-10-07 03:54:00;2020-10-07 03:54:00;0.0;58.8816465944972;2020
2020-10-07 03:59:00;2020-10-07 03:59:00;0.0;;2020
2020-10-07 04:04:00;2020-10-07 04:04:00;0.0;59.723866632109;2020
2020-10-07 04:09:00;2020-10-07 04:09:00;0.0;58.4631687661659;2020
2020-10-07 04:14:00;2020-10-07 04:14:00;0.0;60.1476093747227;2020
2020-10-07 04:19:00;2020-10-07 04:19:00;0.0;59.3018791275894;2020
2020-10-07 04:24:00;2020-10-07 04:24:00;0.0;57.6314761571187;2020
2020-10-07 04:29:00;2020-10-07 04:29:00;0.0;58.8816465944972;2020
2020-10-07 04:34:00;2020-10-07 04:34:00;0.0;;2020
2020-10-07 04:39:00;2020-10-07 04:39:00;0.0;;2020
2020-10-07 04:44:00;2020-10-07 04:44:00;0.0;;2020
2020-10-07 04:49:00;2020-10-07 04:49:00;0.0;56.8067991671147;2020
2020-10-07 04:54:00;2020-10-07 04:54:00;0.0;58.0464453759286;2020
2020-10-07 04:59:00;2020-10-07 04:59:00;0.0;;2020
2020-10-07 05:04:00;2020-10-07 05:04:00;0.0;58.4631687661659;2020
2020-10-07 05:09:00;2020-10-07 05:09:00;0.0;57.6314761571187;2020
2020-10-07 05:14:00;2020-10-07 05:14:00;0.0;58.4631687661659;2020
2020-10-07 05:19:00;2020-10-07 05:19:00;0.0;57.2182608430697;2020
2020-10-07 05:24:00;2020-10-07 05:24:00;0.0;;2020
2020-10-07 05:29:00;2020-10-07 05:29:00;0.0;58.4631687661659;2020
2020-10-07 05:34:00;2020-10-07 05:34:00;0.0;;2020
2020-10-07 05:39:00;2020-10-07 05:39:00;0.0;;2020
2020-10-07 05:44:00;2020-10-07 05:44:00;0.0;;2020
2020-10-07 05:49:00;2020-10-07 05:49:00;0.0;;2020
2020-10-07 05:54:00;2020-10-07 05:54:00;0.0;;2020
2020-10-07 05:59:00;2020-10-07 05:59:00;0.0;57.2182608430697;2020
2020-10-07 06:04:00;2020-10-07 06:04:00;0.0;58.4631687661659;2020
2020-10-07 06:09:00;2020-10-07 06:09:00;0.0;57.6314761571187;2020
2020-10-07 06:14:00;2020-10-07 06:14:00;0.0;;2020
2020-10-07 06:19:00;2020-10-07 06:19:00;0.0;;2020
2020-10-07 06:24:00;2020-10-07 06:24:00;0.0;;2020
2020-10-07 06:29:00;2020-10-07 06:29:00;0.0;56.8067991671147;2020
2020-10-07 06:34:00;2020-10-07 06:34:00;0.0;57.6314761571187;2020
2020-10-07 06:39:00;2020-10-07 06:39:00;0.0;56.8067991671147;2020
2020-10-07 06:44:00;2020-10-07 06:44:00;0.0;55.9891356628206;2020
2020-10-07 06:49:00;2020-10-07 06:49:00;0.0;56.8067991671147;2020
2020-10-07 06:54:00;2020-10-07 06:54:00;0.0;;2020
2020-10-07 06:59:00;2020-10-07 06:59:00;0.0;;2020
2020-10-07 07:04:00;2020-10-07 07:04:00;0.0;56.8067991671147;2020
2020-10-07 07:09:00;2020-10-07 07:09:00;0.0;55.9891356628206;2020
2020-10-07 07:14:00;2020-10-07 07:14:00;0.0;56.8067991671147;2020
2020-10-07 07:19:00;2020-10-07 07:19:00;0.0;57.6314761571187;2020
2020-10-07 07:24:00;2020-10-07 07:24:00;0.0;;2020
2020-10-07 07:29:00;2020-10-07 07:29:00;0.0;56.3970908625873;2020
2020-10-07 07:34:00;2020-10-07 07:34:00;0.0;;2020
2020-10-07 07:39:00;2020-10-07 07:39:00;0.0;;2020
2020-10-07 07:44:00;2020-10-07 07:44:00;0.0;54.7757860254186;2020
2020-10-07 07:49:00;2020-10-07 07:49:00;0.0;55.582933301148;2020
2020-10-07 07:54:00;2020-10-07 07:54:00;0.0;;2020
2020-10-07 07:59:00;2020-10-07 07:59:00;0.0;56.8067991671147;2020
2020-10-07 08:04:00;2020-10-07 08:04:00;0.0;58.0464453759286;2020
2020-10-07 08:09:00;2020-10-07 08:09:00;0.0;54.7757860254186;2020
2020-10-07 08:14:00;2020-10-07 08:14:00;0.0;56.8067991671147;2020
2020-10-07 08:19:00;2020-10-07 08:19:00;0.0;;2020
2020-10-07 08:24:00;2020-10-07 08:24:00;0.0;54.7757860254186;2020
2020-10-07 08:29:00;2020-10-07 08:29:00;0.0;55.9891356628206;2020
2020-10-07 08:34:00;2020-10-07 08:34:00;0.0;;2020
2020-10-07 08:39:00;2020-10-07 08:39:00;0.0;56.8067991671147;2020
2020-10-07 08:44:00;2020-10-07 08:44:00;0.0;55.9891356628206;2020
2020-10-07 08:49:00;2020-10-07 08:49:00;0.0;;2020
2020-10-07 08:54:00;2020-10-07 08:54:00;0.0;;2020
2020-10-07 08:59:00;2020-10-07 08:59:00;0.0;;2020
2020-10-07 09:04:00;2020-10-07 09:04:00;0.0;55.582933301148;2020
2020-10-07 09:09:00;2020-10-07 09:09:00;0.0;56.8067991671147;2020
2020-10-07 09:14:00;2020-10-07 09:14:00;0.0;55.582933301148;2020
2020-10-07 09:19:00;2020-10-07 09:19:00;0.0;;2020
2020-10-07 09:24:00;2020-10-07 09:24:00;0.0;;2020
2020-10-07 09:29:00;2020-10-07 09:29:00;0.0;57.2182608430697;2020
2020-10-07 09:34:00;2020-10-07 09:34:00;0.0;54.7757860254186;2020
2020-10-07 09:39:00;2020-10-07 09:39:00;0.0;53.9756469020657;2020
2020-10-07 09:44:00;2020-10-07 09:44:00;0.0;55.582933301148;2020
2020-10-07 09:49:00;2020-10-07 09:49:00;0.0;;2020
2020-10-07 09:54:00;2020-10-07 09:54:00;0.0;54.7757860254186;2020
2020-10-07 09:59:00;2020-10-07 09:59:00;0.0;56.8067991671147;2020
2020-10-07 10:04:00;2020-10-07 10:04:00;0.0;55.9891356628206;2020
2020-10-07 10:09:00;2020-10-07 10:09:00;0.0;;2020
2020-10-07 10:14:00;2020-10-07 10:14:00;0.0;;2020
2020-10-07 10:19:00;2020-10-07 10:19:00;0.0;55.1784835109029;2020
2020-10-07 10:24:00;2020-10-07 10:24:00;0.0;;2020
2020-10-07 10:29:00;2020-10-07 10:29:00;0.0;;2020
2020-10-07 10:34:00;2020-10-07 10:34:00;0.0;54.3748405780284;2020
2020-10-07 10:39:00;2020-10-07 10:39:00;0.0;55.1784835109029;2020
2020-10-07 10:44:00;2020-10-07 10:44:00;0.0;;2020
2020-10-07 10:49:00;2020-10-07 10:49:00;0.0;53.5782047308637;2020
2020-10-07 10:54:00;2020-10-07 10:54:00;0.0;56.3970908625873;2020
2020-10-07 10:59:00;2020-10-07 10:59:00;0.0;54.3748405780284;2020
2020-10-07 11:04:00;2020-10-07 11:04:00;0.0;55.582933301148;2020
2020-10-07 11:09:00;2020-10-07 11:09:00;0.0;53.5782047308637;2020
2020-10-07 11:14:00;2020-10-07 11:14:00;0.0;55.582933301148;2020
2020-10-07 11:19:00;2020-10-07 11:19:00;0.0;;2020
2020-10-07 11:24:00;2020-10-07 11:24:00;0.0;53.5782047308637;2020
2020-10-07 11:29:00;2020-10-07 11:29:00;0.0;;2020
2020-10-07 11:34:00;2020-10-07 11:34:00;0.0;55.582933301148;2020
2020-10-07 11:39:00;2020-10-07 11:39:00;0.0;54.7757860254186;2020
2020-10-07 11:44:00;2020-10-07 11:44:00;0.0;52.7885738360757;2020
2020-10-07 11:49:00;2020-10-07 11:49:00;0.0;54.3748405780284;2020
2020-10-07 11:54:00;2020-10-07 11:54:00;0.0;53.5782047308637;2020
2020-10-07 11:59:00;2020-10-07 11:59:00;0.0;;2020
2020-10-07 12:04:00;2020-10-07 12:04:00;0.0;52.7885738360757;2020
2020-10-07 12:09:00;2020-10-07 12:09:00;0.0;54.7757860254186;2020
2020-10-07 12:14:00;2020-10-07 12:14:00;0.0;53.9756469020657;2020
2020-10-07 12:19:00;2020-10-07 12:19:00;0.0;53.182513797756;2020
2020-10-07 12:24:00;2020-10-07 12:24:00;0.0;55.9891356628206;2020
2020-10-07 12:29:00;2020-10-07 12:29:00;0.0;53.182513797756;2020
2020-10-07 12:34:00;2020-10-07 12:34:00;0.0;;2020
2020-10-07 12:39:00;2020-10-07 12:39:00;0.0;;2020
2020-10-07 12:44:00;2020-10-07 12:44:00;0.0;53.9756469020657;2020
2020-10-07 12:49:00;2020-10-07 12:49:00;0.0;54.7757860254186;2020
2020-10-07 12:54:00;2020-10-07 12:54:00;0.0;;2020
2020-10-07 12:59:00;2020-10-07 12:59:00;0.0;53.9756469020657;2020
2020-10-07 13:04:00;2020-10-07 13:04:00;0.0;55.582933301148;2020
